Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal,State Facility Type 1 Literal,Date Accessed,License Number,Capacity,Email Address,Ownership Type,Latitude,Longitude,FIPS,Total County AL Need,Percent of Population 65 or Older,Median Age,Homeownership Rate,College Education or Higher Rate,Percent Black Population,Median Home Value of Owned Homes,Percent Hispanic Population,Percent of Population 85 or Older,Median Household Income,Unemployment Rate,Less Than High School Diploma Rate,Percent Whilte Population,Gender Ratio,Poverty Rate,Total Population,Population 85 years and over,Population 65 years and over
30768,Ecumen Sand Prairie,700 KNIGHT STREET,St Peter,MN,56082,507-484-2203,Nicollet,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.3485267,-93.9677161,27103.0,1853.0,15.66,36.0,73.88,33.8,2.82,191900.0,4.56,2.29,67399.0,4.8,5.99,91.97,100.0,9.87,34454.0,734.0,5769.0
30758,Ecumen Seasons At Apple Valley,15359 FOUNDERS LANE,Apple Valley,MN,55124,952-698-5300,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.7267858,-93.2045669,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
27398,Ecumen Seasons At Maplewood,1670 LEGACY PARKWAY EAST,Maplewood,MN,55109,651-760-3502,Ramsey,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,45.032317,-93.0302883,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
20011,Ecumen Worthington The Meadows,1801 COLLEGEWAY,Worthington,MN,56187,507-372-7838,Nobles,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,43.6248079,-95.6310038,27105.0,1212.0,16.05,36.0,70.67,15.31,4.27,127100.0,27.82,3.04,55304.0,4.2,23.75,77.76,107.0,13.55,22290.0,532.0,3645.0
37396,Eddies Place,5233 MAPLE GROVE ROAD,Hermantown,MN,55811,218-348-7700,St. Louis,,,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,46.809425,-92.23136,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
29433,Eden Homes Inc,3714 BRYANT AVENUE NORTH,Minneapolis,MN,55412,612-245-4140,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0226051,-93.2902332,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
33757,Eden Homes Inc,7411 QUEEN AVENUE SOUTH,Richfield,MN,55423,612-987-7676,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.8686074,-93.3094807,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35557,Eden Homes Inc,4201 33RD AVENUE SOUTH,Minneapolis,MN,55406,612-987-7676,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.9257997,-93.2239972,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35049,Eden Prairie Senior Living Llc,8480 FRANLO ROAD,Eden Prairie,MN,55344,651-600-1821,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8505439,-93.4298095,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
32457,Edgemont Place Alzheimer'S,11748 ULYSSES LANE NE,Blaine,MN,55434,763-862-7000,Anoka,,DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.184363,-93.2382727,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
30729,Edgewood Alex Senior Living,1902 7TH AVENUE EAST,Alexandria,MN,56308,320-759-2121,Douglas,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.8836596,-95.3483432,27041.0,1886.0,22.45,44.0,74.3,26.03,0.39,214800.0,1.65,3.04,63819.0,4.8,4.89,96.88,100.0,7.6,39006.0,1207.0,9159.0
30293,Edgewood Baxter Llc,14211 FIREWOOD DRIVE,Baxter,MN,56425,218-828-4770,Crow Wing,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,46.3581886,-94.2539874,27035.0,3958.0,22.01,45.0,76.54,24.69,0.82,198300.0,1.49,2.61,56549.0,7.2,5.92,95.77,99.0,10.77,66123.0,1816.0,15758.0
29791,Edgewood Blaine Llc,12450 CLOUD DRIVE NE,Blaine,MN,55449,763-754-7123,Anoka,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1962258,-93.209685,27003.0,13004.0,13.53,39.0,80.1,30.51,6.25,232400.0,4.57,1.34,82175.0,6.3,6.02,83.62,100.0,5.89,363887.0,4824.0,52036.0
30411,Edgewood Brainerd Senior Livin,14890 BEAVER DAM ROAD,Brainerd,MN,56401,218-828-3691,Crow Wing,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,46.368602,-94.211614,27035.0,3958.0,22.01,45.0,76.54,24.69,0.82,198300.0,1.49,2.61,56549.0,7.2,5.92,95.77,99.0,10.77,66123.0,1816.0,15758.0
30573,Edgewood Care Inc,102 10TH AVENUE PO BOX 39,Bovey,MN,55709,218-245-3550,Itasca,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,47.2965319,-93.4081061,27061.0,2585.0,22.63,46.0,81.27,23.05,0.49,164100.0,1.49,2.92,55139.0,8.4,6.01,92.77,103.0,12.19,45014.0,1216.0,11073.0
30631,Edgewood Egf Senior Living,608 5TH AVENUE NW,East Grand Forks,MN,56721,218-773-6648,Polk,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.9315898,-97.0249739,27119.0,1449.0,18.0,39.0,72.94,25.3,2.18,165000.0,6.49,2.9,59343.0,5.6,8.12,91.67,104.0,11.76,31192.0,857.0,5932.0
20853,Edgewood Hermantown I Senior L,4175 WESTBERG ROAD,Hermantown,MN,55811,218-723-8905,St. Louis,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,46.8104251,-92.1864292,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
30824,Edgewood Hermantown I Sr Lvg,4195 WESTBERG ROAD,Hermantown,MN,55811,218-723-8905,St. Louis,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,46.8087,-92.1864385,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
23990,Edgewood Hermantown Ii Sr Lvg,4125 WESTBERG ROAD,Hermantown,MN,55811,218-723-8905,St. Louis,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,46.8090346,-92.1870684,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
30760,Edgewood May Creek Llc,303 10TH STREET SOUTH,Walker,MN,56484,218-547-4515,Cass,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.0981401,-94.5893756,27021.0,1656.0,25.3,49.0,81.49,23.19,0.42,194200.0,2.25,1.87,52204.0,9.2,7.79,84.46,105.0,13.56,30066.0,661.0,8149.0
26256,Edgewood May Creek Llc,301 10TH STREET SOUTH,Walker,MN,56484,218-547-4515,Cass,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.0981533,-94.5907104,27021.0,1656.0,25.3,49.0,81.49,23.19,0.42,194200.0,2.25,1.87,52204.0,9.2,7.79,84.46,105.0,13.56,30066.0,661.0,8149.0
26255,Edgewood May Creek Llc,299 10TH STREET SOUTH,Walker,MN,56484,218-547-4515,Cass,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.0984777,-94.5907616,27021.0,1656.0,25.3,49.0,81.49,23.19,0.42,194200.0,2.25,1.87,52204.0,9.2,7.79,84.46,105.0,13.56,30066.0,661.0,8149.0
33562,Edgewood Place,6517 EDGEWOOD AVENUE NORTH,Brooklyn Park,MN,55428,763-493-5067,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0735345,-93.3622636,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
26585,Edgewood Sartell Llc,677 BRIANNA DRIVE,Sartell,MN,56377,320-281-3343,Stearns,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.6005416,-94.2133519,27145.0,4869.0,14.57,34.0,68.08,27.47,6.45,184900.0,3.37,2.09,62789.0,5.7,8.31,87.84,101.0,12.9,158292.0,3059.0,25436.0
30709,Edgewood Sartell Llc,673 BRIANNA DRIVE,Sartell,MN,56377,320-281-3343,Stearns,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.6006627,-94.2138913,27145.0,4869.0,14.57,34.0,68.08,27.47,6.45,184900.0,3.37,2.09,62789.0,5.7,8.31,87.84,101.0,12.9,158292.0,3059.0,25436.0
30738,Edgewood Virginia I Senior Liv,705 17TH STREET NORTH,Virginia,MN,55792,218-741-7106,St. Louis,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.5377301,-92.5432767,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
21354,Edgewood Virginia I Senior Liv,605 17TH STREET NORTH,Virginia,MN,55792,218-741-7106,St. Louis,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.5386483,-92.5439774,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
36554,Edinbrook Home,2000 EDINBROOK COURT,Brooklyn Park,MN,55443,612-203-4758,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.1120265,-93.3078085,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
20104,Elder Homestead,11400 4TH STREET NORTH,Minnetonka,MN,55343,952-283-2600,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.931781,-93.4246378,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
23986,Elderwood Of Hinckley,710 SPRING LANE,Hinckley,MN,55037,320-384-7373,Pine,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,46.0085473,-92.9410844,27115.0,1801.0,20.1,45.0,80.92,14.86,2.25,164500.0,2.92,1.93,53422.0,8.6,9.57,91.37,115.0,11.04,28876.0,579.0,5967.0
36010,Eleged Home Care Inc,2640 POLK STREET NE,Minneapolis,MN,55418,612-315-4497,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.0163934,-93.2458665,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36008,Eleged Home Care Inc,2824 OAKLAND AVENUE,Minneapolis,MN,55407,612-800-3105,Hennepin,,,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.9511352,-93.2667121,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
30597,Elim Shores,7900 TIMBER LAKE DRIVE,Eden Prairie,MN,55347,952-934-3005,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.8594894,-93.4862064,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
37029,Elite Care Giver Group-Home,1067 12TH AVENUE SE,Minneapolis,MN,55414,612-735-4181,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.989901,-93.2348953,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36036,Elite Nursing Services Inc,3100 THURBER ROAD,Brooklyn Center,MN,55430,763-421-3613,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,45.077236,-93.3216883,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34823,Elite Quality Services Llc,3555 MAIN STREET NE,Minneapolis,MN,55418,952-465-1522,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.033513,-93.2673698,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
36080,Elite Quality Services Llc,3614 2 1/2 STREET NE,Minneapolis,MN,55418,952-465-1522,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0341909,-93.2653523,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
33055,Elizjoseph Healthcare Llc,4225 66TH AVENUE NORTH,Brooklyn Center,MN,55429,612-886-9404,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.074402,-93.335122,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
33729,Elizjoseph Healthcare Llc,7130 FREMONT AVENUE NORTH,Brooklyn Center,MN,55430,612-886-9404,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0850664,-93.2975234,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34249,Elizjoseph Healthcare Llc,7101 GIRARD AVENUE NORTH,Brooklyn Center,MN,55430,612-886-9404,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0836891,-93.2993581,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
35016,Elizjoseph Healthcare Llc,5325 NEWTON AVENUE NORTH,Brooklyn Centr,MN,55430,612-886-9404,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.052118,-93.307183,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
33418,Elizjoseph Healthcare Llc,1706 AMY LANE,Brooklyn Center,MN,55430,612-886-9404,Hennepin,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0846525,-93.3034768,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
34426,Elk Ridge Alzheimer'S Special,1700 BEAM AVENUE,Maplewood,MN,55109,651-779-0500,Ramsey,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.0272211,-93.0282589,27123.0,26708.0,14.09,35.0,59.44,42.26,12.09,229600.0,7.48,2.07,64660.0,6.9,9.72,66.35,95.0,13.97,552352.0,11268.0,85032.0
27188,Elk Ridge Assisted Living Sc,825 7TH AVENUE SW,Perham,MN,56573,218-346-3167,Otter Tail,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,46.5897054,-95.5856757,27111.0,2926.0,23.33,47.0,78.28,24.93,1.49,189100.0,3.47,3.37,58682.0,5.4,7.91,94.93,102.0,9.32,60081.0,1900.0,14938.0
30546,Elk Ridge Assisted Living Sc,821 7TH AVENUE SW,Perham,MN,56573,218-346-3080,Otter Tail,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,46.5900048,-95.5857343,27111.0,2926.0,23.33,47.0,78.28,24.93,1.49,189100.0,3.47,3.37,58682.0,5.4,7.91,94.93,102.0,9.32,60081.0,1900.0,14938.0
31250,Elk Ridge Assisted Living Sc,826 7TH AVENUE SW,Perham,MN,56573,218-346-2770,Otter Tail,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,46.5897199,-95.5865917,27111.0,2926.0,23.33,47.0,78.28,24.93,1.49,189100.0,3.47,3.37,58682.0,5.4,7.91,94.93,102.0,9.32,60081.0,1900.0,14938.0
34079,Elk River Senior Living,11124 183RD CIRCLE NW,Elk River,MN,55330,763-276-7076,Sherburne,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.3036588,-93.5510158,27141.0,3056.0,10.86,36.0,83.64,26.58,2.47,230500.0,2.59,1.18,89250.0,6.1,5.39,92.38,104.0,6.42,97183.0,1175.0,11996.0
30591,Elmhurst Commons,400 3RD STREET SW,Braham,MN,55006,320-396-0440,Isanti,,ASSISTED LIVING SERVICES,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,45.7237125,-93.1756459,27059.0,2434.0,15.53,40.0,82.53,18.5,0.49,196800.0,2.03,1.95,74616.0,6.8,7.49,95.13,103.0,7.32,41135.0,773.0,6880.0
25889,Ely Carefree Living,100 SOUTH 2ND AVENUE WEST,Ely,MN,55731,218-365-2261,St. Louis,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.9014523,-91.8699526,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
25890,Ely Carefree Living,200 SOUTH 2ND AVENUE WEST,Ely,MN,55731,218-365-2261,St. Louis,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.9005638,-91.8699874,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
25891,Ely Carefree Living,140 SOUTH 2ND AVENUE WEST,Ely,MN,55731,218-365-2261,St. Louis,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,47.9011063,-91.8697103,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
31876,Elysian Of Lake City,480 WEST GRANT STREET,Lake City,MN,55041,651-448-8333,Goodhue,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.4589751,-92.2865242,27049.0,1968.0,18.99,42.0,75.28,26.02,1.31,204100.0,3.35,3.06,66800.0,5.9,5.63,94.01,99.0,9.33,47582.0,1386.0,9984.0
30188,Elysian Senior Homes Of Chanha,1850 PIONEER TRAIL,Chanhassen,MN,55317,952-448-4800,Carver,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,44.8265747,-93.567786,27019.0,2497.0,11.41,38.0,81.91,48.95,1.83,313200.0,4.19,1.27,101496.0,5.2,3.88,91.96,99.0,4.09,106922.0,1464.0,13654.0
36629,Elysian Senior Homes Of Duluth,110 COFFEE CREEK BOULEVARD,Duluth,MN,55811,218-464-9400,St. Louis,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,LIMITED LIABILITY COMPANY,46.7906127,-92.1468218,27137.0,13721.0,18.84,41.0,71.3,29.32,1.58,157900.0,1.7,2.57,55646.0,7.2,5.51,92.08,100.0,14.07,200231.0,5006.0,41614.0
20861,Emerald Crest Of Burnsville,453 EAST TRAVELERS TRAIL,Burnsville,MN,55337,952-856-7522,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.777947,-93.2701113,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
21141,Emerald Crest Of Burnsville,457 EAST TRAVELERS TRAIL,Burnsville,MN,55337,952-856-7522,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,CORPORATION,44.7786141,-93.2697969,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
20952,Emerald Crest Of Burnsville,455 EAST TRAVELERS TRAIL,Burnsville,MN,55337,952-856-7522,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.7778921,-93.2696788,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
20860,Emerald Crest Of Burnsville,451 EAST TRAVELERS TRAIL,Burnsville,MN,55337,952-856-7522,Dakota,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.7781574,-93.2704257,27037.0,14377.0,13.63,38.0,74.01,42.22,6.26,266000.0,7.14,1.56,86036.0,6.2,4.95,82.08,97.0,6.05,439882.0,7201.0,65206.0
20563,Emerald Crest Of Minnetonka,13401 LAKE STREET EXTENSION,Minnetonka,MN,55305,952-856-7522,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.926951,-93.4495585,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
20705,Emerald Crest Of Minnetonka,13417 LAKE STREET EXTENSION,Minnetonka,MN,55305,952-856-7522,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.926845,-93.4497413,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
20564,Emerald Crest Of Minnetonka,13409 LAKE STREET EXTENSION,Minnetonka,MN,55305,952-856-7522,Hennepin,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.926845,-93.4497413,27053.0,52721.0,13.68,37.0,62.37,50.06,13.26,276900.0,6.92,1.88,78167.0,6.6,6.66,72.05,98.0,10.45,1281565.0,23724.0,189086.0
21389,Emerald Crest Of Shakopee,1855 10TH AVENUE WEST,Shakopee,MN,55379,952-856-7522,Scott,,ASSISTED LIVING SERVICES AND DEMENTIA UNIT/DEMENTIA PROGRAM,HOUSING WITH SERVICES,7/12/21,,,,NONPROFIT CORPORATION,44.7883398,-93.5507494,27139.0,3009.0,10.42,37.0,82.85,39.86,4.27,299700.0,5.14,1.35,102152.0,5.9,5.34,83.96,99.0,5.51,150928.0,1681.0,17632.0
